ANNAISS;MNAISS;CODCOM;LBCOM;SEX;Prn;NRB;;
2011;;31555;TOULOUSE;HOMME;Matteo;26;;
2011;;31555;TOULOUSE;FEMME;Maya;26;;
2011;;31555;TOULOUSE;FEMME;Victoria;26;;
2011;;31555;TOULOUSE;HOMME;Titouan;25;;
2011;;31555;TOULOUSE;FEMME;Aya;25;;
2011;;31555;TOULOUSE;HOMME;Eliott;25;;
2011;;31555;TOULOUSE;FEMME;Margot;24;;
2011;;31555;TOULOUSE;FEMME;Maissa;24;;
2011;;31555;TOULOUSE;HOMME;Benjamin;24;;
2011;;31555;TOULOUSE;HOMME;Marius;24;;
2011;;31555;TOULOUSE;HOMME;Ilyes;24;;
2011;;31555;TOULOUSE;HOMME;Bastien;24;;
2011;;31555;TOULOUSE;FEMME;Olivia;24;;
2011;;31555;TOULOUSE;FEMME;Yasmine;23;;
2011;;31555;TOULOUSE;HOMME;Mathieu;23;;
2011;;31555;TOULOUSE;FEMME;Ines;23;;
2011;;31555;TOULOUSE;FEMME;Louna;23;;
2011;;31555;TOULOUSE;HOMME;Mateo;23;;
2011;;31555;TOULOUSE;FEMME;Luna;22;;
2011;;31555;TOULOUSE;FEMME;Lise;22;;
2011;;31555;TOULOUSE;FEMME;Assia;21;;
2011;;31555;TOULOUSE;FEMME;Marie;21;;
2011;;31555;TOULOUSE;FEMME;Sofia;21;;
2011;;31555;TOULOUSE;HOMME;Noham;21;;
2011;;31555;TOULOUSE;HOMME;Leon;21;;
2011;;31555;TOULOUSE;HOMME;Pierre;21;;
2011;;31555;TOULOUSE;FEMME;Rose;20;;
2011;;31555;TOULOUSE;HOMME;Milo;20;;
2011;;31555;TOULOUSE;FEMME;Roxane;20;;
2011;;31555;TOULOUSE;FEMME;Lilly;20;;
2011;;31555;TOULOUSE;FEMME;Eloise;20;;
2011;;31555;TOULOUSE;FEMME;Gabrielle;20;;
2011;;31555;TOULOUSE;HOMME;Nassim;20;;
2011;;31555;TOULOUSE;HOMME;Camille;20;;
2011;;31555;TOULOUSE;HOMME;Noam;20;;
2011;;31555;TOULOUSE;HOMME;Jean;20;;
2011;;31555;TOULOUSE;HOMME;Dorian;19;;
2011;;31555;TOULOUSE;HOMME;Pablo;19;;
2011;;31555;TOULOUSE;HOMME;Lenny;19;;
2011;;31555;TOULOUSE;HOMME;Florian;19;;
2011;;31555;TOULOUSE;FEMME;Leana;19;;
2011;;31555;TOULOUSE;FEMME;Valentine;19;;
2011;;31555;TOULOUSE;FEMME;Selma;19;;
2011;;31555;TOULOUSE;FEMME;Emilie;19;;
2011;;31555;TOULOUSE;HOMME;Luca;19;;
2011;;31555;TOULOUSE;HOMME;Ruben;19;;
2011;;31555;TOULOUSE;FEMME;Heloise;18;;
2011;;31555;TOULOUSE;HOMME;Diego;18;;
2011;;31555;TOULOUSE;FEMME;Marion;18;;
2011;;31555;TOULOUSE;FEMME;Melissa;18;;
2011;;31555;TOULOUSE;FEMME;Salome;18;;
2011;;31555;TOULOUSE;FEMME;Alix;18;;
2011;;31555;TOULOUSE;HOMME;Rafael;18;;
2011;;31555;TOULOUSE;HOMME;Lilian;18;;
2011;;31555;TOULOUSE;FEMME;Kenza;17;;
2011;;31555;TOULOUSE;HOMME;Ilan;17;;
2011;;31555;TOULOUSE;HOMME;Kylian;17;;
2011;;31555;TOULOUSE;HOMME;Timothee;17;;
2011;;31555;TOULOUSE;FEMME;Ana;17;;
2011;;31555;TOULOUSE;FEMME;Maelle;17;;
2011;;31555;TOULOUSE;FEMME;Leane;17;;
2011;;31555;TOULOUSE;HOMME;William;17;;
2011;;31555;TOULOUSE;HOMME;Amir;17;;
2011;;31555;TOULOUSE;HOMME;Mathias;17;;
2011;;31555;TOULOUSE;FEMME;Emy;16;;
2011;;31555;TOULOUSE;HOMME;Antonin;16;;
2011;;31555;TOULOUSE;FEMME;Victoire;16;;
2011;;31555;TOULOUSE;FEMME;Adele;16;;
2011;;31555;TOULOUSE;HOMME;Nael;16;;
2011;;31555;TOULOUSE;HOMME;Johan;16;;
2011;;31555;TOULOUSE;HOMME;Eden;16;;
2011;;31555;TOULOUSE;FEMME;Nora;16;;
2011;;31555;TOULOUSE;HOMME;Teo;16;;
2011;;31555;TOULOUSE;HOMME;Dylan;16;;
2011;;31555;TOULOUSE;HOMME;Tristan;16;;
2011;;31555;TOULOUSE;HOMME;Thibault;16;;
2011;;31555;TOULOUSE;FEMME;Manel;16;;
2011;;31555;TOULOUSE;FEMME;Justine;16;;
2011;;31555;TOULOUSE;FEMME;Lila;16;;
2011;;31555;TOULOUSE;FEMME;Sara;15;;
2011;;31555;TOULOUSE;FEMME;Morgane;15;;
2011;;31555;TOULOUSE;FEMME;Chiara;15;;
2011;;31555;TOULOUSE;FEMME;Elea;15;;
2011;;31555;TOULOUSE;FEMME;Clarisse;15;;
2011;;31555;TOULOUSE;HOMME;Charles;15;;
2011;;31555;TOULOUSE;HOMME;Rafael;15;;
2011;;31555;TOULOUSE;FEMME;Cloe;15;;
2011;;31555;TOULOUSE;HOMME;Younes;15;;
2011;;31555;TOULOUSE;FEMME;Capucine;15;;
2011;;31555;TOULOUSE;HOMME;Kais;15;;
2011;;31555;TOULOUSE;HOMME;Celian;15;;
2011;;31555;TOULOUSE;HOMME;Mehdi;15;;
2011;;31555;TOULOUSE;HOMME;Morgan;15;;
2011;;31555;TOULOUSE;HOMME;Kenzo;15;;
2011;;31555;TOULOUSE;HOMME;Marwan;14;;
2011;;31555;TOULOUSE;HOMME;Alban;14;;
2011;;31555;TOULOUSE;HOMME;Nino;14;;
2011;;31555;TOULOUSE;HOMME;Matthieu;14;;
2011;;31555;TOULOUSE;HOMME;David;14;;
2011;;31555;TOULOUSE;HOMME;Owen;14;;
2011;;31555;TOULOUSE;FEMME;Mayssa;14;;
2011;;31555;TOULOUSE;FEMME;Amandine;14;;
2011;;31555;TOULOUSE;FEMME;Lilia;14;;
2011;;31555;TOULOUSE;HOMME;Etienne;14;;
2011;;31555;TOULOUSE;HOMME;Erwan;14;;
2011;;31555;TOULOUSE;HOMME;Julien;14;;
2011;;31555;TOULOUSE;FEMME;Charline;13;;
2011;;31555;TOULOUSE;FEMME;Clementine;13;;
2011;;31555;TOULOUSE;FEMME;Melina;13;;
2011;;31555;TOULOUSE;FEMME;Elena;13;;
2011;;31555;TOULOUSE;FEMME;Tessa;13;;
2011;;31555;TOULOUSE;FEMME;Sasha;13;;
2011;;31555;TOULOUSE;HOMME;Louka;13;;
2011;;31555;TOULOUSE;FEMME;Myriam;13;;
2011;;31555;TOULOUSE;FEMME;Lucile;13;;
2011;;31555;TOULOUSE;HOMME;Lucien;13;;
2011;;31555;TOULOUSE;HOMME;Yassine;13;;
2011;;31555;TOULOUSE;HOMME;Corentin;13;;
2011;;31555;TOULOUSE;HOMME;Yann;13;;
2011;;31555;TOULOUSE;HOMME;Ilyes;13;;
2011;;31555;TOULOUSE;FEMME;Stella;13;;
2011;;31555;TOULOUSE;HOMME;Zakaria;13;;
2011;;31555;TOULOUSE;FEMME;Nour;13;;
2011;;31555;TOULOUSE;FEMME;Iris;12;;
2011;;31555;TOULOUSE;FEMME;Violette;12;;
2011;;31555;TOULOUSE;FEMME;Emmy;12;;
2011;;31555;TOULOUSE;FEMME;Elena;12;;
2011;;31555;TOULOUSE;FEMME;Lena;12;;
2011;;31555;TOULOUSE;FEMME;Ava;12;;
2011;;31555;TOULOUSE;HOMME;Amaury;12;;
2011;;31555;TOULOUSE;FEMME;Amina;12;;
2011;;31555;TOULOUSE;HOMME;Soan;12;;
2011;;31555;TOULOUSE;HOMME;Timothe;12;;
2011;;31555;TOULOUSE;HOMME;Aurelien;12;;
2011;;31555;TOULOUSE;HOMME;Ibrahim;12;;
2011;;31555;TOULOUSE;HOMME;Ayoub;12;;
2011;;31555;TOULOUSE;HOMME;Matis;12;;
2011;;31555;TOULOUSE;HOMME;Eliot;12;;
2011;;31555;TOULOUSE;HOMME;Yacine;12;;
2011;;31555;TOULOUSE;HOMME;Loris;11;;
2011;;31555;TOULOUSE;HOMME;Youssef;11;;
2011;;31555;TOULOUSE;HOMME;Remi;11;;
2011;;31555;TOULOUSE;HOMME;Leandre;11;;
2011;;31555;TOULOUSE;HOMME;Julian;11;;
2011;;31555;TOULOUSE;HOMME;Gregoire;11;;
2011;;31555;TOULOUSE;HOMME;Naim;11;;
2011;;31555;TOULOUSE;HOMME;Aymen;11;;
2011;;31555;TOULOUSE;HOMME;Isaac;11;;
2011;;31555;TOULOUSE;FEMME;Ninon;11;;
2011;;31555;TOULOUSE;FEMME;Fanny;11;;
2011;;31555;TOULOUSE;FEMME;Anouk;11;;
2011;;31555;TOULOUSE;FEMME;Anaelle;11;;
2011;;31555;TOULOUSE;HOMME;Samy;11;;
2011;;31555;TOULOUSE;FEMME;Marwa;11;;
2011;;31555;TOULOUSE;HOMME;Charlie;11;;
2011;;31555;TOULOUSE;HOMME;Tiago;11;;
2011;;31555;TOULOUSE;HOMME;Bilal;10;;
2011;;31555;TOULOUSE;HOMME;Ilhan;10;;
2011;;31555;TOULOUSE;HOMME;Nicolas;10;;
2011;;31555;TOULOUSE;HOMME;Lisandro;10;;
2011;;31555;TOULOUSE;FEMME;Mailys;10;;
2011;;31555;TOULOUSE;FEMME;Loane;10;;
2011;;31555;TOULOUSE;FEMME;Eleonore;10;;
2011;;31555;TOULOUSE;FEMME;Norah;10;;
2011;;31555;TOULOUSE;FEMME;Anae;10;;
2011;;31555;TOULOUSE;FEMME;Louisa;10;;
2011;;31555;TOULOUSE;HOMME;Damien;10;;
2011;;31555;TOULOUSE;HOMME;Guillaume;10;;
2011;;31555;TOULOUSE;HOMME;Djibril;10;;
2011;;31555;TOULOUSE;HOMME;Sasha;10;;
2011;;31555;TOULOUSE;FEMME;Aicha;10;;
2011;;31555;TOULOUSE;HOMME;Ewen;10;;
2011;;31555;TOULOUSE;HOMME;Kilian;10;;
2011;;31555;TOULOUSE;HOMME;Armand;10;;
2011;;31555;TOULOUSE;HOMME;Aubin;10;;
2011;;31555;TOULOUSE;HOMME;Adem;10;;
2011;;31555;TOULOUSE;HOMME;Vincent;10;;
2011;;31555;TOULOUSE;HOMME;Anis;10;;
2011;;31555;TOULOUSE;HOMME;Basile;10;;
2011;;31555;TOULOUSE;FEMME;Lilya;10;;
2011;;31555;TOULOUSE;FEMME;Hanae;10;;
2011;;31555;TOULOUSE;FEMME;Anissa;10;;
2011;;31555;TOULOUSE;FEMME;Mia;10;;
2011;;31555;TOULOUSE;FEMME;Candice;10;;
2011;;31555;TOULOUSE;FEMME;Isaure;10;;
2011;;31555;TOULOUSE;FEMME;Lyna;10;;
2011;;31555;TOULOUSE;HOMME;Gaetan;9;;
2011;;31555;TOULOUSE;HOMME;Edouard;9;;
2011;;31555;TOULOUSE;HOMME;Anthony;9;;
2011;;31555;TOULOUSE;HOMME;Elias;9;;
2011;;31555;TOULOUSE;FEMME;Zelie;9;;
2011;;31555;TOULOUSE;HOMME;Jordan;9;;
2011;;31555;TOULOUSE;FEMME;Noelie;9;;
2011;;31555;TOULOUSE;FEMME;Giulia;9;;
2011;;31555;TOULOUSE;FEMME;Esther;9;;
2011;;31555;TOULOUSE;HOMME;Nael;9;;
2011;;31555;TOULOUSE;HOMME;Sylvain;9;;
2011;;31555;TOULOUSE;HOMME;Joshua;9;;
2011;;31555;TOULOUSE;HOMME;Milan;9;;
2011;;31555;TOULOUSE;HOMME;Guilhem;9;;
2011;;31555;TOULOUSE;FEMME;Romy;9;;
2011;;31555;TOULOUSE;HOMME;Jonathan;9;;
2011;;31555;TOULOUSE;HOMME;Ayman;9;;
2011;;31555;TOULOUSE;HOMME;Matteo;9;;
2011;;31555;TOULOUSE;HOMME;Esteban;9;;
2011;;31555;TOULOUSE;FEMME;Lou-Anne;9;;
2011;;31555;TOULOUSE;FEMME;Rania;9;;
2011;;31555;TOULOUSE;FEMME;Clea;9;;
2011;;31555;TOULOUSE;FEMME;Eden;9;;
2011;;31555;TOULOUSE;FEMME;Lili;9;;
2011;;31555;TOULOUSE;FEMME;Diane;8;;
2011;;31555;TOULOUSE;FEMME;Estelle;8;;
2011;;31555;TOULOUSE;FEMME;Camelia;8;;
2011;;31555;TOULOUSE;FEMME;Axelle;8;;
2011;;31555;TOULOUSE;FEMME;Enora;8;;
2011;;31555;TOULOUSE;FEMME;Shana;8;;
2011;;31555;TOULOUSE;FEMME;Elya;8;;
2011;;31555;TOULOUSE;FEMME;Amel;8;;
2011;;31555;TOULOUSE;FEMME;Maria;8;;
2011;;31555;TOULOUSE;HOMME;Ali;8;;
2011;;31555;TOULOUSE;HOMME;Walid;8;;
2011;;31555;TOULOUSE;HOMME;Elouan;8;;
2011;;31555;TOULOUSE;HOMME;Romeo;8;;
2011;;31555;TOULOUSE;HOMME;Gauthier;8;;
2011;;31555;TOULOUSE;HOMME;Gael;8;;
2011;;31555;TOULOUSE;HOMME;Ismael;8;;
2011;;31555;TOULOUSE;HOMME;Wassim;8;;
2011;;31555;TOULOUSE;HOMME;Ryan;8;;
2011;;31555;TOULOUSE;HOMME;Paolo;8;;
2011;;31555;TOULOUSE;HOMME;Marin;8;;
2011;;31555;TOULOUSE;HOMME;Joseph;8;;
2011;;31555;TOULOUSE;HOMME;Lino;8;;
2011;;31555;TOULOUSE;HOMME;Roman;8;;
2011;;31555;TOULOUSE;FEMME;Ines;8;;
2011;;31555;TOULOUSE;HOMME;Hector;8;;
2011;;31555;TOULOUSE;FEMME;Diana;8;;
2011;;31555;TOULOUSE;FEMME;Aurore;8;;
2011;;31555;TOULOUSE;FEMME;Alyssia;8;;
2011;;31555;TOULOUSE;FEMME;Enola;8;;
2011;;31555;TOULOUSE;FEMME;Maia;8;;
2011;;31555;TOULOUSE;FEMME;Marina;8;;
2011;;31555;TOULOUSE;FEMME;Cassandre;8;;
2011;;31555;TOULOUSE;FEMME;Maiwenn;8;;
2011;;31555;TOULOUSE;FEMME;Lylou;8;;
2011;;31555;TOULOUSE;FEMME;Melanie;8;;
2011;;31555;TOULOUSE;FEMME;Yousra;8;;
2011;;31555;TOULOUSE;FEMME;Salma;8;;
2011;;31555;TOULOUSE;FEMME;Marine;7;;
2011;;31555;TOULOUSE;FEMME;Elea;7;;
2011;;31555;TOULOUSE;FEMME;Meline;7;;
2011;;31555;TOULOUSE;FEMME;Charlie;7;;
2011;;31555;TOULOUSE;FEMME;Apolline;7;;
2011;;31555;TOULOUSE;FEMME;Amelie;7;;
2011;;31555;TOULOUSE;FEMME;Garance;7;;
2011;;31555;TOULOUSE;FEMME;Claire;7;;
2011;;31555;TOULOUSE;FEMME;Emmie;7;;
2011;;31555;TOULOUSE;FEMME;Maelys;7;;
2011;;31555;TOULOUSE;FEMME;Amira;7;;
2011;;31555;TOULOUSE;HOMME;Alan;7;;
2011;;31555;TOULOUSE;HOMME;Youcef;7;;
2011;;31555;TOULOUSE;HOMME;Max;7;;
2011;;31555;TOULOUSE;HOMME;Mael;7;;
2011;;31555;TOULOUSE;HOMME;Augustin;7;;
2011;;31555;TOULOUSE;HOMME;Yohan;7;;
2011;;31555;TOULOUSE;HOMME;Sami;7;;
2011;;31555;TOULOUSE;HOMME;Tilio;7;;
2011;;31555;TOULOUSE;HOMME;Anton;7;;
2011;;31555;TOULOUSE;HOMME;Joan;7;;
2011;;31555;TOULOUSE;HOMME;Hamza;7;;
2011;;31555;TOULOUSE;HOMME;Sofian;7;;
2011;;31555;TOULOUSE;HOMME;Lubin;7;;
2011;;31555;TOULOUSE;HOMME;Rayane;7;;
2011;;31555;TOULOUSE;HOMME;Mohamed-Amine;7;;
2011;;31555;TOULOUSE;FEMME;Maeva;7;;
2011;;31555;TOULOUSE;HOMME;Tony;7;;
2011;;31555;TOULOUSE;HOMME;Luka;7;;
2011;;31555;TOULOUSE;HOMME;Nils;7;;
2011;;31555;TOULOUSE;HOMME;Elio;7;;
2011;;31555;TOULOUSE;HOMME;Achille;7;;
2011;;31555;TOULOUSE;HOMME;Imrane;7;;
2011;;31555;TOULOUSE;HOMME;Raphael;7;;
2011;;31555;TOULOUSE;FEMME;Alyssa;7;;
2011;;31555;TOULOUSE;FEMME;Marilou;7;;
2011;;31555;TOULOUSE;FEMME;Blanche;7;;
2011;;31555;TOULOUSE;FEMME;Leyna;7;;
2011;;31555;TOULOUSE;FEMME;Rachel;7;;
2011;;31555;TOULOUSE;FEMME;Albane;7;;
2011;;31555;TOULOUSE;FEMME;Imane;7;;
2011;;31555;TOULOUSE;FEMME;Flora;7;;
2011;;31555;TOULOUSE;FEMME;Coline;7;;
2011;;31555;TOULOUSE;FEMME;Tess;7;;
2011;;31555;TOULOUSE;FEMME;Asma;7;;
2011;;31555;TOULOUSE;FEMME;Jasmine;7;;
2011;;31555;TOULOUSE;HOMME;Maximilien;6;;
2011;;31555;TOULOUSE;HOMME;Angel;6;;
2011;;31555;TOULOUSE;HOMME;Felix;6;;
2011;;31555;TOULOUSE;HOMME;Malo;6;;
2011;;31555;TOULOUSE;HOMME;Fares;6;;
2011;;31555;TOULOUSE;FEMME;Ashley;6;;
2011;;31555;TOULOUSE;HOMME;Lyam;6;;
2011;;31555;TOULOUSE;HOMME;Jean-Baptiste;6;;
2011;;31555;TOULOUSE;HOMME;Emmanuel;6;;
2011;;31555;TOULOUSE;FEMME;Oriane;6;;
2011;;31555;TOULOUSE;FEMME;Sophie;6;;
2011;;31555;TOULOUSE;HOMME;Alessio;6;;
2011;;31555;TOULOUSE;HOMME;Kyllian;6;;
2011;;31555;TOULOUSE;HOMME;Omar;6;;
2011;;31555;TOULOUSE;HOMME;Loic;6;;
2011;;31555;TOULOUSE;HOMME;Matys;6;;
2011;;31555;TOULOUSE;FEMME;Lilie;6;;
2011;;31555;TOULOUSE;FEMME;Elora;6;;
2011;;31555;TOULOUSE;HOMME;Emilien;6;;
2011;;31555;TOULOUSE;FEMME;Luce;6;;
2011;;31555;TOULOUSE;HOMME;Soren;6;;
2011;;31555;TOULOUSE;HOMME;Joachim;6;;
2011;;31555;TOULOUSE;HOMME;Elie;6;;
2011;;31555;TOULOUSE;HOMME;Olivier;6;;
2011;;31555;TOULOUSE;HOMME;Nathanael;6;;
2011;;31555;TOULOUSE;HOMME;Lois;6;;
2011;;31555;TOULOUSE;HOMME;Fabio;6;;
2011;;31555;TOULOUSE;HOMME;Andy;6;;
2011;;31555;TOULOUSE;HOMME;Sofiane;6;;
2011;;31555;TOULOUSE;HOMME;Nahil;6;;
2011;;31555;TOULOUSE;HOMME;Alex;6;;
2011;;31555;TOULOUSE;HOMME;Malik;6;;
2011;;31555;TOULOUSE;HOMME;Anas;6;;
2011;;31555;TOULOUSE;HOMME;Leni;6;;
2011;;31555;TOULOUSE;HOMME;Mohammed;6;;
2011;;31555;TOULOUSE;HOMME;Zack;6;;
2011;;31555;TOULOUSE;HOMME;Ahmed;6;;
2011;;31555;TOULOUSE;HOMME;Stanislas;6;;
2011;;31555;TOULOUSE;HOMME;Mahe;6;;
2011;;31555;TOULOUSE;HOMME;Killian;6;;
2011;;31555;TOULOUSE;FEMME;Ilona;6;;
2011;;31555;TOULOUSE;HOMME;Yoan;6;;
2011;;31555;TOULOUSE;HOMME;Ilyan;6;;
2011;;31555;TOULOUSE;FEMME;Lilas;6;;
2011;;31555;TOULOUSE;FEMME;Ema;6;;
2011;;31555;TOULOUSE;FEMME;Lindsay;6;;
2011;;31555;TOULOUSE;FEMME;Melissa;6;;
2011;;31555;TOULOUSE;FEMME;Penelope;6;;
2011;;31555;TOULOUSE;FEMME;Paola;6;;
2011;;31555;TOULOUSE;FEMME;Solene;6;;
2011;;31555;TOULOUSE;FEMME;Angelina;6;;
2011;;31555;TOULOUSE;FEMME;Paloma;6;;
2011;;31555;TOULOUSE;FEMME;Hind;6;;
2011;;31555;TOULOUSE;FEMME;Kheira;6;;
2011;;31555;TOULOUSE;FEMME;Naomie;6;;
2011;;31555;TOULOUSE;FEMME;Kelya;6;;
2011;;31555;TOULOUSE;FEMME;Nesrine;6;;
2011;;31555;TOULOUSE;FEMME;Lara;6;;
2011;;31555;TOULOUSE;FEMME;Naelle;6;;
2011;;31555;TOULOUSE;FEMME;Constance;6;;
2011;;31555;TOULOUSE;FEMME;Syrine;6;;
2011;;31555;TOULOUSE;FEMME;Celeste;6;;
2011;;31555;TOULOUSE;FEMME;Maylis;6;;
2011;;31555;TOULOUSE;FEMME;Angele;6;;
2011;;31555;TOULOUSE;FEMME;Daphne;6;;
2011;;31555;TOULOUSE;FEMME;Kiara;6;;
2011;;31555;TOULOUSE;FEMME;Andrea;6;;
2011;;31555;TOULOUSE;FEMME;Izia;6;;
2011;;31555;TOULOUSE;FEMME;Lalie;6;;
2011;;31555;TOULOUSE;FEMME;Fatima;6;;
2011;;31555;TOULOUSE;FEMME;Mathilda;6;;
2011;;31555;TOULOUSE;FEMME;Leila;6;;
2011;;31555;TOULOUSE;FEMME;Sakina;6;;
2011;;31555;TOULOUSE;FEMME;Kelly;6;;
2011;;31555;TOULOUSE;FEMME;Leia;6;;
2011;;31555;TOULOUSE;FEMME;Laly;6;;
2011;;31555;TOULOUSE;FEMME;Alycia;6;;
2011;;31555;TOULOUSE;FEMME;Sirine;6;;
2011;;31555;TOULOUSE;FEMME;Lou-Ann;6;;
2011;;31555;TOULOUSE;FEMME;Ophelie;6;;
2011;;31555;TOULOUSE;FEMME;Alienor;6;;
2011;;31555;TOULOUSE;FEMME;Emmanuelle;6;;
2011;;31555;TOULOUSE;FEMME;Amy;6;;
2011;;31555;TOULOUSE;HOMME;Remy;5;;
2011;;31555;TOULOUSE;HOMME;Nahel;5;;
2011;;31555;TOULOUSE;HOMME;Abel;5;;
2011;;31555;TOULOUSE;HOMME;Leonard;5;;
2011;;31555;TOULOUSE;HOMME;Fares;5;;
2011;;31555;TOULOUSE;HOMME;Imran;5;;
2011;;31555;TOULOUSE;HOMME;Dimitri;5;;
2011;;31555;TOULOUSE;HOMME;Tymeo;5;;
2011;;31555;TOULOUSE;HOMME;Leopold;5;;
2011;;31555;TOULOUSE;HOMME;Leny;5;;
2011;;31555;TOULOUSE;HOMME;Louison;5;;
2011;;31555;TOULOUSE;HOMME;Jeremy;5;;
2011;;31555;TOULOUSE;HOMME;Mickael;5;;
2011;;31555;TOULOUSE;HOMME;Elijah;5;;
2011;;31555;TOULOUSE;HOMME;Thibaut;5;;
2011;;31555;TOULOUSE;HOMME;Jeremie;5;;
2011;;31555;TOULOUSE;HOMME;Aymane;5;;
2011;;31555;TOULOUSE;HOMME;Alessandro;5;;
2011;;31555;TOULOUSE;HOMME;Jibril;5;;
2011;;31555;TOULOUSE;HOMME;Nolann;5;;
2011;;31555;TOULOUSE;HOMME;Colin;5;;
2011;;31555;TOULOUSE;HOMME;Ilyas;5;;
2011;;31555;TOULOUSE;HOMME;Luc;5;;
2011;;31555;TOULOUSE;HOMME;Vadim;5;;
2011;;31555;TOULOUSE;HOMME;Wael;5;;
2011;;31555;TOULOUSE;HOMME;Yael;5;;
2011;;31555;TOULOUSE;HOMME;Elliot;5;;
2011;;31555;TOULOUSE;HOMME;Adrian;5;;
2011;;31555;TOULOUSE;HOMME;Sandro;5;;
2011;;31555;TOULOUSE;HOMME;Theodore;5;;
2011;;31555;TOULOUSE;HOMME;Juliann;5;;
2011;;31555;TOULOUSE;HOMME;Henri;5;;
2011;;31555;TOULOUSE;HOMME;Ziyad;5;;
2011;;31555;TOULOUSE;HOMME;Charly;5;;
2011;;31555;TOULOUSE;HOMME;Nawfel;5;;
2011;;31555;TOULOUSE;HOMME;Swann;5;;
2011;;31555;TOULOUSE;HOMME;Eloi;5;;
2011;;31555;TOULOUSE;HOMME;Nolhan;5;;
2011;;31555;TOULOUSE;HOMME;Leandro;5;;
2011;;31555;TOULOUSE;HOMME;Adel;5;;
2011;;31555;TOULOUSE;HOMME;Ilian;5;;
2011;;31555;TOULOUSE;HOMME;Florent;5;;
2011;;31555;TOULOUSE;HOMME;Marcus;5;;
2011;;31555;TOULOUSE;HOMME;Yassin;5;;
2011;;31555;TOULOUSE;HOMME;Bryan;5;;
2011;;31555;TOULOUSE;HOMME;Amael;5;;
2011;;31555;TOULOUSE;HOMME;Marlon;5;;
2011;;31555;TOULOUSE;HOMME;Ulysse;5;;
2011;;31555;TOULOUSE;HOMME;Louca;5;;
2011;;31555;TOULOUSE;FEMME;Chaima;5;;
2011;;31555;TOULOUSE;FEMME;Neyla;5;;
2011;;31555;TOULOUSE;FEMME;Kelya;5;;
2011;;31555;TOULOUSE;FEMME;Maelia;5;;
2011;;31555;TOULOUSE;FEMME;Lyana;5;;
2011;;31555;TOULOUSE;FEMME;Alexandra;5;;
2011;;31555;TOULOUSE;FEMME;Melina;5;;
2011;;31555;TOULOUSE;FEMME;Carmen;5;;
2011;;31555;TOULOUSE;FEMME;Alya;5;;
2011;;31555;TOULOUSE;FEMME;Melinda;5;;
2011;;31555;TOULOUSE;FEMME;Hajar;5;;
2011;;31555;TOULOUSE;FEMME;Lily-Rose;5;;
2011;;31555;TOULOUSE;FEMME;Safia;5;;
2011;;31555;TOULOUSE;FEMME;Melodie;5;;
2011;;31555;TOULOUSE;FEMME;Lya;5;;
2011;;31555;TOULOUSE;FEMME;Cassandra;5;;
2011;;31555;TOULOUSE;FEMME;Nais;5;;
2011;;31555;TOULOUSE;FEMME;Leia;5;;
2011;;31555;TOULOUSE;FEMME;Eulalie;5;;
2011;;31555;TOULOUSE;FEMME;Khadidja;5;;
2011;;31555;TOULOUSE;FEMME;Kim;5;;
2011;;31555;TOULOUSE;FEMME;Linda;5;;
2011;;31555;TOULOUSE;FEMME;Serena;5;;
2011;;31555;TOULOUSE;FEMME;Marylou;5;;
2011;;31555;TOULOUSE;FEMME;Farah;5;;
2011;;31555;TOULOUSE;FEMME;Emie;5;;
2011;;31555;TOULOUSE;FEMME;Leila;5;;
2011;;31555;TOULOUSE;FEMME;Wendy;5;;
2011;;31555;TOULOUSE;FEMME;Elisa;5;;
2011;;31555;TOULOUSE;FEMME;Charlize;5;;
2011;;31555;TOULOUSE;FEMME;Aliya;5;;
2011;;31555;TOULOUSE;FEMME;Perrine;5;;
2011;;31555;TOULOUSE;FEMME;Chahinez;5;;
2011;;31555;TOULOUSE;FEMME;Maryam;5;;
2011;;31555;TOULOUSE;FEMME;Elina;5;;
2011;;31555;TOULOUSE;FEMME;Maelie;5;;
2011;;31555;TOULOUSE;FEMME;Thais;5;;
2011;;31555;TOULOUSE;FEMME;Ella;5;;
2011;;31555;TOULOUSE;FEMME;Hortense;5;;
2011;;31555;TOULOUSE;FEMME;Sophia;5;;
2011;;31555;TOULOUSE;FEMME;Lison;5;;
2011;;31555;TOULOUSE;FEMME;Selena;5;;
2010;;31555;TOULOUSE;HOMME;Lucas;130;;
2010;;31555;TOULOUSE;HOMME;Nathan;122;;
2010;;31555;TOULOUSE;FEMME;Emma;107;;
2010;;31555;TOULOUSE;HOMME;Gabriel;104;;
2010;;31555;TOULOUSE;FEMME;Chloe;102;;
2010;;31555;TOULOUSE;FEMME;Manon;102;;
2010;;31555;TOULOUSE;HOMME;Jules;100;;
2010;;31555;TOULOUSE;FEMME;Louise;99;;
2010;;31555;TOULOUSE;FEMME;Lola;99;;
2010;;31555;TOULOUSE;HOMME;Clement;95;;
2010;;31555;TOULOUSE;HOMME;Louis;95;;
2010;;31555;TOULOUSE;FEMME;Lea;95;;
2010;;31555;TOULOUSE;HOMME;Enzo;93;;
2010;;31555;TOULOUSE;HOMME;Hugo;92;;
2010;;31555;TOULOUSE;HOMME;Arthur;92;;
2010;;31555;TOULOUSE;HOMME;Raphael;88;;
2010;;31555;TOULOUSE;HOMME;Paul;87;;
2010;;31555;TOULOUSE;HOMME;Ethan;86;;
